id,identifier,category,country_code,text,multi_label,label,text_length
4569,@@16979686,women,au,"All woman and child were made to board ship heading south - by force if necessary - with no more than 16kg of luggage.Wendy James wa one of the 2000 woman and child evacuated from Darwin . Picture : AAP Image/Lucy Hughes JonesSupplied image obtained Friday , Feb 17 , 2017 of bomb damage at the Don Hotel in Darwin in 1942 . Picture : AAP Image/History NTMrs James , 81 , remembers air raid siren ringing and her parent arguing in their home when she heard a loud banging on the front door .",0,0,501
4570,@@26154604,vulnerable,ng,"According to him , the two council area were vulnerable to insurgent that were recently pushed to the Lake Chad Islands by the military .",0,0,139
4571,@@13662306,disabled,za,"Thabo Mosiane , the ANC Tlokwe election co-ordinator , confirmed that there wa an ANC-branded car in Ward 13 , but said the ANC candidate wa not inside the vehicle . He said a volunteer had used the car to drop off a disabled person .",0,0,240
4572,@@24462043,homeless,ie,"`` It is important to note that the Council still consider these individual a homeless and in all case are planning their ultimate accommodation to be delivered through HAP ( Housing Assistance Payment ) , `` he said .",0,0,219
4573,@@1955892,poor-families,tz,"Industrial effluent often flow into dumpsite . Barefoot scavenger or those wearing sandal risk treading on corrosive matter . Garbage coming from home , which is friendlier to scavenger , shunt in leftover of food . But it may also contain repulsive matter such a animal dung or even human faeces . It is remiss not to mention here that not all scavenging child come from poor family .",1,0,399
4574,@@2097433,homeless,lk,"The incessant rain have also caused an earth embankment to collapse in the Thalangkandawatte area in Lindula , destroying four home . This happening ha rendered 15 people homeless . They have been provided temporary shelter at a dispensary in the Thalangkandawatte area .",0,0,274
4575,@@20284291,migrant,in,"Human right group and international organization have repeatedly called attention to the alleged violent treatment of migrant by police , a well the poor condition in border transit zone where asylum-seekers are made to await a decision on their application .",0,0,267
4576,@@8408036,immigrant,in,"The `` othering `` of Muslims happened in the colonial period and the first recorded event is a religious riot in 1930 . It involved the sale of a cow for sacrifice , which led to violence between up-country Hindus and immigrant Chittagonian Muslims in the Assam Oil Company town of Digboi . This incident is important because it became indicative of the slow transformation of Assam from outside .",0,0,396
4577,@@24610956,disabled,ng,"Miller , out since straining his left hamstring against the Chicago Cubs on April 25 , wa activated from the 10-day disabled list Friday . The Indians went 5-9 in his absence , with their bullpen posting a 9.50 ERA across 36 inning in that span .",0,0,248
4578,@@4600041,disabled,jm,"The new system , said the JUTC , will allow for quicker and more efficient transaction a the card , upon purchase , would be among other thing programmed to collect fare based on age or determine whether a passenger is disabled . < h > ADVERTISEMENT",0,0,252
4579,@@21199903,refugee,ca,"However , academic and refugee advocate also emphasize the data show the border-crossers have a legitimate need for protection .",0,0,130
4581,@@10224396,vulnerable,bd,UNICEF is inviting technology start-ups developing solution with the potential to improve the life of the world most vulnerable child to apply for funding from it recently launched Innovation Fund . ... Read More,0,0,221
4582,@@4241785,vulnerable,lk,"In the case of Sri Lanka , the significance of migration to the balance of payment and the economy is of such a magnitude that the Sri Lankan economy ha been described a a remittance-dependent economy . About 80 % of the huge trade deficit of US $ 5.2 billion in 2010 wa offset by remittance from abroad . It is estimated that remittance contributed 8 % to GDP in 2008 . The situation in Sri Lanka is very similar with Bangladesh , Nepal and Pakistan , where remittance are not only a support to the trade balance but an important way by which the country poverty is alleviated . A large proportion of the outflow consists of woman domestic worker who have been vulnerable in destination country . Families receiving remittance invest more in housing , education , and health care , but there are also social cost including child abuse , school drop-outs and family break-ups a a result of family separation . Therefore the effect of out-migration are mixed .",0,0,975
4583,@@70013432,in-need,ph,"MANILA -- The Department of Health ( DOH ) is encouraging family to consider organ donation of deceased relative , including those who have been declared legally and medically brain-dead , to help others in need of transplantation .",0,0,235
4584,@@25505333,refugee,lk,"More than 3,000 Sri Lankan refugee , who had been staying in India , have left for their home country since 2015 , the Tamil Nadu Government said .",0,0,148
4585,@@70049053,disabled,nz,"Is this really a high you want to die on Broseph ? Sesame Street ha always been the place that shattered shitty stereotype . It wa the street that wa safe , even from when we were kid . Remember Linda the librarian ? That how you learned how to sign ' good morning ' . Rosita La Monstrua de la Cuevas taught you how to say ' hello ' in Spanish . Tarah wa the first child in a wheelchair many child ever saw -- many disabled character were on TV at a time when mainstreaming for school wa not even happening for high health need and additional need child .",0,0,575
4586,@@18466445,refugee,lk,"`` The solution is Canada , `` he said , adding the country is one of a handful of jurisdiction that permit a review of refugee application from people who have not been screened by the United Nations .",0,0,202
4587,@@4632354,vulnerable,bd,"Only bank can hold deposit mostly guaranteed by the state , and only bank are conventionally authorised by the central bank to offer credit . This is a privilege , of course governed by lot of rule and restriction , that only bank have traditionally enjoyed . But bank are sometimes ' white elephant ' a is found in many state-owned bank where employee do not run the risk of being fired for their non-performing loan ( NPLs ) . And bank are vulnerable to run . Unbridled bank spark global financial crisis . Banks are no more user-friendly a they once used to be .",0,0,583
4588,@@4940605,homeless,lk,Millions were left homeless and destitute after the tragedy .,0,0,61
4589,@@25225609,in-need,sg,"Around 22 million people are now in need of aid in Yemen , with 8.4 million on the brink of starvation , according to the UN .",0,0,126
4590,@@10110313,homeless,lk,"GAZA , ( Reuters ) - Qatari-funded construction project have provided 1,000 new dwelling for Palestinians left homeless by the 2014 Gaza war with Israel , and a similar number for low-income family in the territory , official said on Saturday .",0,0,249
